No,Filename,Path,True Class,Predicted Class,Result,Confidence,Confidence (%),Fresh Probability,Fresh Probability (%),Rotten Probability,Rotten Probability (%)
281,vertical_flip_Screen Shot 2018-06-12 at 11.45.33 PM.png,test\Rotten\vertical_flip_Screen Shot 2018-06-12 at 11.45.33 PM.png,rotten,rotten,Correct,0.9999861717,99.998617,0.0000138350,0.001383,0.9999861717,99.998617
282,translation_Screen Shot 2018-06-08 at 2.32.10 PM.png,test\Rotten\translation_Screen Shot 2018-06-08 at 2.32.10 PM.png,rotten,rotten,Correct,0.9999949932,99.999499,0.0000049486,0.000495,0.9999949932,99.999499
283,c_r322.png,test\Rotten\c_r322.png,rotten,rotten,Correct,0.9907149076,99.071491,0.0092851268,0.928513,0.9907149076,99.071491
284,saltandpepper_Screen Shot 2018-06-07 at 2.22.00 PM.png,test\Rotten\saltandpepper_Screen Shot 2018-06-07 at 2.22.00 PM.png,rotten,rotten,Correct,0.9926774502,99.267745,0.0073224902,0.732249,0.9926774502,99.267745
285,rottenOrange (267).jpg,test\Rotten\rottenOrange (267).jpg,rotten,fresh,Incorrect,0.7782846689,77.828467,0.7782846689,77.828467,0.2217153311,22.171533
286,rottenCarrot (157).jpg,test\Rotten\rottenCarrot (157).jpg,rotten,rotten,Correct,0.9999595881,99.995959,0.0000404282,0.004043,0.9999595881,99.995959
287,translation_Screen Shot 2018-06-07 at 2.56.57 PM.png,test\Rotten\translation_Screen Shot 2018-06-07 at 2.56.57 PM.png,rotten,rotten,Correct,0.9985594153,99.855942,0.0014405898,0.144059,0.9985594153,99.855942
288,rotated_by_15_Screen Shot 2018-06-08 at 2.26.09 PM.png,test\Rotten\rotated_by_15_Screen Shot 2018-06-08 at 2.26.09 PM.png,rotten,rotten,Correct,0.9999959469,99.999595,0.0000039968,0.000400,0.9999959469,99.999595
289,DSCN4221.jpg_0_7855.jpg,test\Rotten\DSCN4221.jpg_0_7855.jpg,rotten,rotten,Correct,0.9979414344,99.794143,0.0020585123,0.205851,0.9979414344,99.794143
290,c_r020.png,test\Rotten\c_r020.png,rotten,rotten,Correct,0.9999650717,99.996507,0.0000349125,0.003491,0.9999650717,99.996507
291,b_r205.png,test\Rotten\b_r205.png,rotten,rotten,Correct,0.9999998808,99.999988,0.0000001678,0.000017,0.9999998808,99.999988
292,rotated_by_30_Screen Shot 2018-06-12 at 9.12.11 PM.png,test\Rotten\rotated_by_30_Screen Shot 2018-06-12 at 9.12.11 PM.png,rotten,rotten,Correct,1.0000000000,100.000000,0.0000000069,0.000001,1.0000000000,100.000000
293,vertical_flip_Screen Shot 2018-06-08 at 2.45.58 PM.png,test\Rotten\vertical_flip_Screen Shot 2018-06-08 at 2.45.58 PM.png,rotten,rotten,Correct,0.9651346803,96.513468,0.0348653160,3.486532,0.9651346803,96.513468
294,rotated_by_75_Screen Shot 2018-06-07 at 2.39.44 PM.png,test\Rotten\rotated_by_75_Screen Shot 2018-06-07 at 2.39.44 PM.png,rotten,rotten,Correct,0.9999914169,99.999142,0.0000085451,0.000855,0.9999914169,99.999142
295,rotated_by_15_Screen Shot 2018-06-12 at 11.36.19 PM.png,test\Rotten\rotated_by_15_Screen Shot 2018-06-12 at 11.36.19 PM.png,rotten,rotten,Correct,0.9814237952,98.142380,0.0185762197,1.857622,0.9814237952,98.142380
296,rotated_by_45_Screen Shot 2018-06-12 at 8.57.22 PM.png,test\Rotten\rotated_by_45_Screen Shot 2018-06-12 at 8.57.22 PM.png,rotten,rotten,Correct,0.9999989271,99.999893,0.0000010502,0.000105,0.9999989271,99.999893
297,rotated_by_60_Screen Shot 2018-06-12 at 9.05.21 PM.png,test\Rotten\rotated_by_60_Screen Shot 2018-06-12 at 9.05.21 PM.png,rotten,rotten,Correct,0.9992338419,99.923384,0.0007662089,0.076621,0.9992338419,99.923384
298,jeruk_busuk (695).png,test\Rotten\jeruk_busuk (695).png,rotten,rotten,Correct,0.9999594688,99.995947,0.0000405345,0.004053,0.9999594688,99.995947
299,Screen Shot 2018-06-12 at 9.21.05 PM.png,test\Rotten\Screen Shot 2018-06-12 at 9.21.05 PM.png,rotten,rotten,Correct,1.0000000000,100.000000,0.0000000000,0.000000,1.0000000000,100.000000
300,translation_Screen Shot 2018-06-07 at 2.44.05 PM.png,test\Rotten\translation_Screen Shot 2018-06-07 at 2.44.05 PM.png,rotten,rotten,Correct,0.9999651909,99.996519,0.0000347969,0.003480,0.9999651909,99.996519
